created_at,mint,symbol,refusal_reason,token_peak,token_label,inflow,trigger_mult,signature
2026-07-30 19:56:50.844051+00,HTB1NGMNnErjiMDov1KqUtYfsEXXDEjRudyyAdfxwRfY,BOB,inflow 1.24× below the 1.3× band (71% vs 45% win),1.742,dud,1.241,1.540,RISER
2026-07-30 19:57:44.067535+00,7fBGfEjnfaggJuezEtGM145DEAnVUjYSrPb3tW25RUTL,ERC,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.856,dud,1.118,1.251,RUG_RISK
2026-07-30 20:42:51.830357+00,Fi18gyrnR2FKSooAArdggsBHvXCL68WY28pbWoowpump,PSA,inflow 1.21× below the 1.3× band (71% vs 45% win),2.010,winner,1.205,1.406,MOON_SLOW
2026-07-30 20:42:55.471635+00,FFzneRsGUEqQmttVkrHaspVsEm7RQe5gh4NqAf4npump,SAPIENS,inflow 1.20× below the 1.3× band (71% vs 45% win),1.712,rug,1.199,1.389,MOON_SLOW
2026-07-30 20:42:56.990009+00,C3gAkU3dYL9rJ8ZeGqkZ7Hj2AnSGS3mP4mo8f14RXXm1,ROOMBA,buy already in flight (claim race),24.266,winner,1.212,1.468,RISER
2026-07-30 20:42:57.81448+00,C3gAkU3dYL9rJ8ZeGqkZ7Hj2AnSGS3mP4mo8f14RXXm1,ROOMBA,entry retry refused — price ran >10% since first quote (chase guard),24.266,winner,1.212,1.468,RISER
2026-07-30 20:42:58.156481+00,FFzneRsGUEqQmttVkrHaspVsEm7RQe5gh4NqAf4npump,SAPIENS,inflow 1.20× below the 1.3× band (71% vs 45% win),1.712,rug,1.199,1.389,MOON_SLOW
2026-07-30 20:43:15.052034+00,sp58o2bT9hqPcZSotR1epqof38vmY7zJFd1pDYJKT1X,ROOMBA,pool 2309 below the 8000 depth floor — no exit at size,10.620,winner,1.398,1.965,MOON_STEADY
2026-07-30 20:48:22.826098+00,5hsZsYX913Ds31K3hdKqStYdh7QtdViw6Q2s5DFsSCZa,PSA,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.457,rug,1.097,1.204,RUG_RISK
2026-07-30 20:55:22.38235+00,ASEo1enTys6qFfSPQqYW8AyKpiXWDpwdH1zNpg1KanhM,PSA,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.901,dud,1.134,1.287,RUG_RISK
2026-07-30 21:00:06.494937+00,7EV4CCcAwpoD4qpP5Edd1XwESNJGHywJMEjWsXjJHiww,MINER,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),6.240,winner,1.171,1.373,RUG_RISK
2026-07-30 21:04:48.843373+00,HGWJDajHGkDSSju8sN9iDGpnXVkMq2qSquQsVEMaNvrM,pvpcat,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.482,rug,1.236,1.465,RUG_RISK
2026-07-30 21:05:35.090488+00,qLEVvN4G4nvC6qEcJhaup89gEUeoxUAjfuRA8sKCsjy,pvpdog,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.460,rug,1.137,1.256,RUG_RISK
2026-07-30 21:07:56.871089+00,Dum8UksNWf3MQybHdSDgPQqBVVSZg3dN1s9fBPTKpump,trench life,inflow 1.25× below the 1.3× band (71% vs 45% win),1.641,rug,1.246,1.489,MOON_SLOW
2026-07-30 21:15:42.777171+00,DifAAJrQ26WppJHu2s7HbzYpuhvLrgvoQvDUcSPtu5hp,PSA,"RUG_RISK not on the live plug-in list (BASE,RISER,MOON_FAST,MOON_VIOLENT) — management genome unproven or drain-class; paper workshop owns it",22.588,winner,1.266,1.603,RUG_RISK
2026-07-30 21:18:45.864176+00,CfeEfay155XQJBmmSG7tnALnAfaD6Jmfh1epmA1Upump,PFAU,"RECOVERED tier below the cliff (pool $11,479 < $13,000) — paper-only where the drain farm actually wins",2.673,winner,1.172,1.326,MOON_SLOW
2026-07-30 21:19:33.708846+00,Dsd2FsGmrPL7EC4YU2uRmnkwjEtvGifqjSCWUuDek5XS,Paul,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.481,winner,1.216,1.478,RUG_RISK
2026-07-30 21:25:02.178645+00,5LLJZR9wTP7YtcTh5Fx5a4ksWQc5x1BtnWwWyMNzpump,fin,BASE — regime gate: thin sample (6) — waiting for paper to prove the turn,9.398,winner,1.361,1.772,BASE
2026-07-30 21:25:04.668378+00,5LLJZR9wTP7YtcTh5Fx5a4ksWQc5x1BtnWwWyMNzpump,fin,BASE — regime gate: thin sample (6) — waiting for paper to prove the turn,9.398,winner,1.361,1.772,BASE
2026-07-30 21:39:30.356039+00,41nCXTQ3SZgoEpsMo9nhokXR5PVLH1BQsAgEo9Xdpump,SEAL,inflow 1.13× below the 1.3× band (71% vs 45% win),2.204,winner,1.169,1.319,MOON_SLOW
2026-07-30 21:40:40.120089+00,9SGo1gTt4rwsZ1bBGxukyYxMbRttn4W6xzHzuikq6m9B,Shimajiro,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.529,rug,1.156,1.336,RUG_RISK
2026-07-30 21:43:00.354707+00,2HU2VftbJ7Fp9P5pEbneNsRhax8boHhTVS1KLnYrpump,ALLAHUAKBAR,inflow 1.12× below the 1.3× band (71% vs 45% win),1.431,rug,1.120,1.223,MOON_SLOW
2026-07-30 21:49:14.562891+00,CPiegEceW9VwdqUL3N4s9Cw4KUNyTmcACDDgbSw9pump,TILLY,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.624,rug,1.228,1.448,RUG_RISK
2026-07-30 21:53:13.21654+00,6FYMcPdW1LbfuuSN8N3KjPT3XuCzRzpkTw5FsEQp6QZW,PEPE,pool 1875 below the 8000 depth floor — no exit at size,3.005,winner,1.177,1.386,MOON_SLOW
2026-07-30 21:53:37.76185+00,6FYMcPdW1LbfuuSN8N3KjPT3XuCzRzpkTw5FsEQp6QZW,PEPE,pool 1916 below the 8000 depth floor — no exit at size,3.005,winner,1.177,1.386,MOON_SLOW
2026-07-30 21:54:03.808704+00,HcUGMGrjdD16rXtnmieT1WYmykPYHmbbTtAySKzm4Wh,Tesla AI,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.244,rug,1.115,1.244,RUG_RISK
2026-07-30 21:54:49.681098+00,9451ghFotfY3drvZyAN2t63C2YNCHZN5cya8DtAopump,dihpressed,buy share 53% below the 55% floor — sellers at the trigger tick (30% death cohort vs 13%),2.399,winner,1.357,1.737,RUG_RISK
2026-07-30 21:58:53.955753+00,Eu3wxLxv1NHF432e3bYCdurGHUgJGCC3KH7YdiJCpump,VOID,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.909,dud,1.107,1.204,RUG_RISK
2026-07-30 22:05:54.382009+00,GPvN2XegXh7wMFTRZPJ3WDfhStfqtVh1nKqij5STjQo4,Dumbo,inflow 1.13× below the 1.3× band (71% vs 45% win),146.281,winner,1.129,1.274,MOON_FAST
2026-07-30 22:12:08.898635+00,ZWU5utUGzWdZ2FWNB9hBSfipQ9xWAsFi1rP6dVApump,WHEN,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.298,rug,1.149,1.277,RUG_RISK
2026-07-30 22:17:25.325894+00,3iiw5M7h3NmBsj9cVht3SfjVVZGmCzFk1jR3ES8Qpump,KNIGHTCAT,inflow 1.26× below the 1.3× band (71% vs 45% win),2.030,winner,1.251,1.491,RISER
2026-07-30 22:18:16.16421+00,665ySEnaSni9JfzVzLfBTk1MtSi2ttb3aecAHRdjpump,POW,inflow 1.16× below the 1.3× band (71% vs 45% win),2.197,winner,1.201,1.386,MOON_STEADY
2026-07-30 22:18:22.61434+00,665ySEnaSni9JfzVzLfBTk1MtSi2ttb3aecAHRdjpump,POW,inflow 1.20× below the 1.3× band (71% vs 45% win),2.197,winner,1.201,1.386,MOON_STEADY
2026-07-30 22:23:14.405717+00,HVaARUZgWYvP1xXdfVmm24SNJ8WB7TxyQUjHg7r6gjH7,wen,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),5.061,winner,1.137,1.292,RUG_RISK
2026-07-30 22:26:17.540503+00,Dmdj1ZQCnpwWK3X2RsrZS3m9VUuG9uVSdAhvfmuLpump,ser,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.903,dud,1.319,1.616,RUG_RISK
2026-07-30 22:30:24.961255+00,A4JZx32kc8e6dDeJbv5SV7EZmkb3fxnpeMWjEwoUSNSM,ser,"inflow 1.15× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",2.323,winner,1.148,1.318,RISER
2026-07-30 22:33:06.455793+00,BPVMMqP5pedUaPJr5mPLuk19xBzhZPcngUmhDEPbB5mB,wen,MOON_SLOW — regime gate: 8h paper -9.2% on 10 — benched,1.454,rug,1.134,1.287,MOON_SLOW
2026-07-30 22:33:40.184758+00,FDicGdotorq3ovazTC5oiTnUyGwc1bTN3BeEBKpccBEZ,wen,pool 2204 below the 8000 depth floor — no exit at size,4.842,winner,1.202,1.443,RUG_RISK
2026-07-30 22:34:53.910854+00,41oYKRcrGSzSPgtaXApw9UuWkKL9xdg7swSYa3tMpump,WWZ⁠,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.856,rug,1.406,1.856,RUG_RISK
2026-07-30 22:36:18.336882+00,BrMwu9Ge2VC86Ddevp6zeitkXfF8NEKs9HipY8jHpump,WOJAKBULL,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.777,rug,1.177,1.337,RUG_RISK
2026-07-30 22:36:21.150454+00,BrMwu9Ge2VC86Ddevp6zeitkXfF8NEKs9HipY8jHpump,WOJAKBULL,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.777,rug,1.177,1.337,RUG_RISK
2026-07-30 22:37:02.006835+00,DiSffM7rAFuhjN1n43dmy7cuZwkt45dJR5YsEvk3pump,WWZ,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.063,winner,1.369,1.779,RUG_RISK
2026-07-30 22:37:07.741142+00,2rW7jrKsza9x1Va39NAYmvynSX9L8WJBXErHcrcGhpPM,wiwiwi,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.819,dud,1.118,1.249,RUG_RISK
2026-07-30 22:41:47.452791+00,5uLJY7jxm6Q3PmpFwfU4BsqmJTAxviPfjyjb5YddyP8R,WWZ⁠,dbc ticket: venue rug tide 162/292 (55% ≥ 50%) — moon door waits out the tide,368.761,winner,1.422,2.041,MOON_STEADY
2026-07-30 22:43:22.084777+00,D7B9VZ3AUKLr1pn7DL4E5wU971FPgcG1Lswdjso8pump,DOJOBOT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.533,rug,1.212,1.467,RUG_RISK
2026-07-30 22:46:48.052897+00,4toCAAcJ8TvrV7kGqkugoLNodr4CZFXpN3Mi6ETZpump,Gandalf,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),3.144,winner,1.163,1.308,RUG_RISK
2026-07-30 22:55:26.075458+00,irnTtJ7jxvzaxpHemvX9kzxvn14z2WKfG8SmsW1tz9e,Bighoof,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.225,rug,1.099,1.208,RUG_RISK
2026-07-30 23:00:35.840401+00,39eRSDiNg7PQRu4b4e4474eGsYd2EGy1Zz98Jm2hnvKi,CXMT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.538,dud,1.100,1.211,RUG_RISK
2026-07-30 23:01:35.115839+00,2CR1uPCBwzowzAqB8VoRMREvSq6S1Thvsc7gex2XchJq,DIVS,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.882,dud,1.098,1.202,RUG_RISK
2026-07-30 23:02:23.569964+00,EH2PCCtGwy2HBpCvK2cFbdbCNWAWDPsaTxDNh8x6pRdn,Gandalf,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.740,dud,1.122,1.259,RUG_RISK
2026-07-30 23:15:46.557147+00,FCCjW1AA1soSBEP4xnRYep2NosrSeC3dHnGBcdN9pump,TATE,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),5.596,winner,1.156,1.295,RUG_RISK
2026-07-30 23:18:52.915572+00,2MxnqDU3q5G5A217H7fe6Da48z833Z1sFW2JrZp8b3mQ,SNG,pool 1968 below the 2500 depth floor (smart-money floor) — no exit at size,2.669,winner,1.167,1.362,MOON_SLOW
2026-07-30 23:22:06.210775+00,EyZUhHCXPX3GySe51YvwnEfhKQurJHTm3m52umYGpump,PooCoin,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.536,dud,1.132,1.253,RUG_RISK
2026-07-30 23:25:17.749337+00,8193bMJfWbLn1DvESQWutW8mBdURtbDzp1sEQKGQddiJ,Saints,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.957,dud,1.152,1.325,RUG_RISK
2026-07-30 23:30:40.039851+00,9yvh8HaUhR47oS6Zrr1eYXsakMjgbdJh3PxsegCDeU9o,LINKR,inflow 1.22× below the 1.3× band (71% vs 45% win),1.476,rug,1.218,1.476,MOON_STEADY
2026-07-30 23:32:23.900759+00,6BMVYYxjYzcYzK5dMu4NnbnSucECpwbbivpfiTg9xexL,x Money,MOON_SLOW — regime gate: 8h paper -16.4% on 10 — benched,13.993,winner,1.204,1.432,MOON_SLOW
2026-07-30 23:35:28.790069+00,Sc2W14DHQLzoWpmced8MRms9wjYrqfZ66GUZa971cL8,PVP,pool 1926 below the 8000 depth floor — no exit at size,1.519,rug,1.112,1.236,MOON_SLOW
2026-07-30 23:35:46.63331+00,7CtZvUE2gmNWyDhRLBBsKNaGFahPiBHGfqoBEwpGhTYd,PVP,"inflow 1.12× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",3.908,winner,1.116,1.242,BASE
2026-07-30 23:40:53.923701+00,RDCgnKKTrq5k2Q4sdu8RxcRHLUvzDBLzDnjUqkMDgp7,wiwiwi,inflow 1.18× below the 1.3× band (71% vs 45% win),12.613,winner,1.184,1.415,MOON_STEADY
2026-07-30 23:44:49.842479+00,59ypAzb9WGZPYcs9sByHNagLVTyyfL8JkbBnHcvA2LZm,FRENS,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.392,rug,1.143,1.304,RUG_RISK
2026-07-30 23:44:52.568229+00,59ypAzb9WGZPYcs9sByHNagLVTyyfL8JkbBnHcvA2LZm,FRENS,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.392,rug,1.143,1.304,RUG_RISK
2026-07-30 23:46:27.425098+00,2SFPjYTh7XBDWCd291rkxZLqGdJEkkFE1EcmHgHzXvju,CXMT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.562,dud,1.120,1.257,RUG_RISK
2026-07-30 23:48:09.811725+00,53ghYGKVqv6R7segt7czLbofNZBpT7wN4QuzubXrsLCg,PVP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.375,winner,1.155,1.336,RUG_RISK
2026-07-30 23:48:11.185482+00,3cbsVQMxKDXBGXmwYv9ApXS7M4nueYxvhvxGjq9py2Lz,Dumbo,inflow 1.13× below the 1.3× band (71% vs 45% win),1.272,rug,1.131,1.272,MOON_SLOW
2026-07-30 23:48:11.605952+00,DkW9cL9dQsxSmhjD7iW5micfSwoJU96XSvdZwU3jpump,Cfshld,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.672,rug,1.171,1.371,RUG_RISK
2026-07-30 23:48:19.256766+00,53ghYGKVqv6R7segt7czLbofNZBpT7wN4QuzubXrsLCg,PVP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.375,winner,1.155,1.336,RUG_RISK
2026-07-30 23:49:45.968856+00,Fgk7vUsemA3GiVd6384rdEz86TZ2Auqhgg8SyRMMpump,Nenem,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.632,winner,1.143,1.275,RUG_RISK
2026-07-30 23:52:48.085505+00,kna4qe8gWcieCyXVZFYNRjUqw51UnZSX4wXtxcHHFyw,Seagull,"mirror stale — paper twin already exiting; the move is over, not chasing",2.830,winner,1.369,1.878,RISER
2026-07-30 23:54:29.372654+00,GDMSp8m7iRFWMLwuFesZ3W1ZBf3QoceuTkM5fQVRPXwX,USWR,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.288,rug,1.126,1.276,RUG_RISK
2026-07-30 23:56:14.290028+00,BgGCnspafVVHmk7SvRyGrPFhWQDBpJpeVYhLPBhAo3q7,Seagull,inflow 1.16× below the 1.3× band (71% vs 45% win),16.687,winner,1.163,1.352,MOON_STEADY
2026-07-30 23:56:56.410888+00,DqvPnbCP2vur4P87kNkWuWDSCmskbqwKrRRa6Y1CQFuh,Meredith,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.302,rug,17.510,1.302,RUG_RISK
2026-07-31 00:18:52.22737+00,9BDuX1TzbyfSZuKDeJYUWKMDAybCTVuYrWoaN2Lupump,LARP,"RECOVERED tier below the cliff (pool $12,329 < $13,000) — paper-only where the drain farm actually wins",2.365,winner,1.457,1.942,RISER
2026-07-31 00:19:28.584324+00,52wAHrFsR74ZQAG7dgm8AaMByTbngMjxhZyZEgLApump,LARP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.193,winner,1.404,1.837,RUG_RISK
2026-07-31 00:19:34.679673+00,52wAHrFsR74ZQAG7dgm8AaMByTbngMjxhZyZEgLApump,LARP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.193,winner,1.404,1.837,RUG_RISK
2026-07-31 00:21:49.745871+00,8X82xBrxmEpKtzzcsMgqpNgqeo9QurGiK3Pvi8pNHm6A,Luna,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.693,dud,1.155,1.346,RUG_RISK
2026-07-31 00:25:31.59209+00,FSTZLC5HTv6pSaEKJ8TNCQwVZGmRbSuk8dJ1gYARc5yy,DUNG,"MOON_SLOW not on the live plug-in list (BASE,RISER,MOON_FAST,MOON_VIOLENT) — management genome unproven or drain-class; paper workshop owns it",1.740,dud,1.184,1.388,MOON_SLOW
2026-07-31 00:27:31.187794+00,Ae6URv5JPaqtVYdemXY2Zn3hyVrj8aLwFy3TnSDWBnth,TaxWriteOff,pool 1922 below the 8000 depth floor — no exit at size,1.644,rug,1.159,1.346,MOON_SLOW
2026-07-31 00:33:41.849986+00,HSsaTWHdo31Rjnn6k2uzcBfF1CMUJoyfqPdiYZftpump,TTBAN,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.813,rug,1.236,1.528,RUG_RISK
2026-07-31 00:35:29.620832+00,8zYMw4vMENpZAFAy6RC9MEdhdyPaydh5g7bV6gX3CJv,TENT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.409,rug,1.145,1.304,RUG_RISK
2026-07-31 00:35:32.718154+00,8zYMw4vMENpZAFAy6RC9MEdhdyPaydh5g7bV6gX3CJv,TENT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.409,rug,1.145,1.304,RUG_RISK
2026-07-31 00:37:52.519793+00,25kZfvdY8ZCce8kbZu2987K4Vk18V8Xr1SyuU4A1pump,Luna,"inflow 1.13× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",1.464,dud,1.149,1.280,RISER
2026-07-31 00:42:59.908398+00,ALgDiU7KC4Xj2kh7vvPjdbzEocQ5LyQ6t9eC4eQKr7ca,Luna,"MOON_STEADY not on the live plug-in list (BASE,RISER,MOON_FAST,MOON_VIOLENT) — management genome unproven or drain-class; paper workshop owns it",7.251,winner,1.392,1.920,MOON_STEADY
2026-07-31 00:51:55.832894+00,E7aNwt8F1w6y9RJsAGHzCHVshAHHhyp2zmefSmtq3cu7,DUNG,"MOON_SLOW not on the live plug-in list (BASE,RISER,MOON_FAST,MOON_VIOLENT) — management genome unproven or drain-class; paper workshop owns it",1.273,rug,1.129,1.273,MOON_SLOW
2026-07-31 00:53:42.457124+00,8Jwb6FAUkeVNygrMh7qZDaD7VruxcAEYqz2rhMF4pump,WouldBull,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.540,rug,1.206,1.405,RUG_RISK
2026-07-31 01:05:54.076954+00,2FfLwjdjh43KBLKFP4ecJzTLh3Wd9ds3BqoBq7sDpump,Beaver,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.874,rug,1.275,1.537,RUG_RISK
2026-07-31 01:18:02.336005+00,4xNUjYmtaXbnthYcZmFD9fgTaDb1gkzs5hgVbGxJxZQS,PIKACHU,"inflow 1.14× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",2.688,winner,1.144,1.315,BASE
2026-07-31 01:18:05.696025+00,4xNUjYmtaXbnthYcZmFD9fgTaDb1gkzs5hgVbGxJxZQS,PIKACHU,"inflow 1.14× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",2.688,winner,1.144,1.315,BASE
2026-07-31 01:35:25.793446+00,3BVmKhNcMiLpVtc95t3S47qSCed1h4XJFKfTfWyEfmbQ,home,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.262,rug,1.123,1.262,RUG_RISK
2026-07-31 01:39:21.631736+00,5Q8jfqBSuc7hSPaYKakKynbjxsopuFyAJCdF8nzemLN8,RATIONAL,"MOON_STEADY not on the live plug-in list (BASE,RISER,MOON_FAST,MOON_VIOLENT) — management genome unproven or drain-class; paper workshop owns it",5.834,winner,1.334,1.778,MOON_STEADY
2026-07-31 01:48:31.855868+00,FnZ11JZ9C4vWCuHvPHsjawkuc6HBWWYG8LdGfyFZYJHB,CALLOUT,pool 2196 below the 2500 depth floor (smart-money floor) — no exit at size,2.419,winner,1.400,1.962,RUG_RISK
2026-07-31 01:54:23.595384+00,FTV6qiSpenBRDqPFv8xGw14P7xg4UzjWFLEoKLAoZThi,PASSANDO,"no sell route at entry (strand-class damm-v2 ticket/RECOVERED) — one-way pool, would strand",32.527,winner,1.422,2.027,RISER
2026-07-31 02:15:48.549659+00,5XSunYZ1ehF1wMHTfYYwwkYJvKe2twsJyi9vdstEHxVy,CALLCAT,"inflow 1.15× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",10.382,winner,1.152,1.338,BASE
2026-07-31 02:17:41.306509+00,6psSKUuPvyL6LFbcnCMR2qVLn971een93s5KBTnTt1UW,CXMT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.736,dud,1.156,1.338,RUG_RISK
2026-07-31 02:23:59.285537+00,EPQCtXSXvYegLFE9iybyXA4YBPvGkMdzNYWXzZ8Kpump,Peanut,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),6.509,winner,1.317,1.619,RUG_RISK
2026-07-31 02:28:42.871224+00,AkfkfFGbzcQR26K7bKgJ4VGjRr3kH12WQZn5ADFKpump,Peanut,inflow 1.13× below the 1.3× band (71% vs 45% win),2.497,winner,1.134,1.248,MOON_STEADY
2026-07-31 02:44:02.755482+00,CzVAUVjsus23ftTaWo3arBcurNxRm64fU62Nfwnzcwa3,CALLCAT,"MOON_STEADY not on the live plug-in list (BASE,RISER,MOON_FAST,MOON_VIOLENT) — management genome unproven or drain-class; paper workshop owns it",1.540,dud,1.123,1.262,MOON_STEADY
2026-07-31 02:44:05.311099+00,CzVAUVjsus23ftTaWo3arBcurNxRm64fU62Nfwnzcwa3,CALLCAT,"MOON_STEADY not on the live plug-in list (BASE,RISER,MOON_FAST,MOON_VIOLENT) — management genome unproven or drain-class; paper workshop owns it",1.540,dud,1.123,1.262,MOON_STEADY
2026-07-31 02:44:48.108804+00,FiWjvXGpwHMMPnTXs6AkRA9PdPMdHBXmf6wB4eGR4Abu,Peanut,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.452,rug,1.178,1.385,RUG_RISK
2026-07-31 02:52:44.196915+00,5FUTTMiN9KqZkPsk4q9Kpp6kmweRKTrJrdhhv5DKpump,CUH,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.715,dud,1.123,1.228,RUG_RISK
2026-07-31 03:05:19.53321+00,CQtZ7eg9RpDXphZGGrmVeT2LwH7ubzLi3jvkBRDfpump,SOLNUT,BASE — regime gate: thin sample (7) — waiting for paper to prove the turn,13.235,winner,1.169,1.336,BASE
2026-07-31 03:05:27.415929+00,4tBuGEWSdvVQvSwVqhmD6URLhZrTnBokidHdbixX6TKv,Jarmothy,pool 1748 below the 8000 depth floor — no exit at size,1.910,rug,1.184,1.386,MOON_STEADY
2026-07-31 03:05:29.721672+00,4tBuGEWSdvVQvSwVqhmD6URLhZrTnBokidHdbixX6TKv,Jarmothy,pool 1748 below the 8000 depth floor — no exit at size,1.910,rug,1.184,1.386,MOON_STEADY
2026-07-31 03:11:48.583722+00,2SGGzehWhSoRvag8gqscQ2eR9BwaPXWBNEoVQK5npump,ORDSPM,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.496,rug,1.115,1.243,RUG_RISK
2026-07-31 03:17:35.606997+00,3nqHaiAsJMmTfir58PvVS8m611bxAcnCYEdrM65opump,OCELOT,buy share 53% below the 55% floor — sellers at the trigger tick (30% death cohort vs 13%),3.321,winner,1.450,1.954,RUG_RISK
2026-07-31 03:18:46.579134+00,iqGhF3FzdTYEzuLTZgCpDY3iPYd8cng9z9zSe3qpump,CallDog,MOON_SLOW — regime gate: 8h paper -2.4% on 11 — benched (hysteresis holds),1.384,rug,1.135,1.233,MOON_SLOW
2026-07-31 03:21:01.152214+00,6ijdVCeEWv3dw99argfGuneuS1b6GpW18gmegKfRW1B1,LONGCAT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.361,winner,1.123,1.257,RUG_RISK
2026-07-31 03:21:11.265442+00,7hEi31TcynvnAZ2zXAPYc2NsCBh7DgnjaXmDiwd4t5gK,CXMT,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.587,dud,1.105,1.220,RUG_RISK
2026-07-31 03:28:54.773076+00,GTLbssDJ1yQc7PJkypxguHsb3JDAkwz1rns23Ac6KXim,EKM,buy share 52% below the 55% floor — sellers at the trigger tick (30% death cohort vs 13%),2.249,winner,1.319,1.593,RUG_RISK
